drzava;ime_priimek;pozicija;rojstni_datum;leto
BEL;Christian Piot;VRATAR;4101947;1972
BEL;Georges Heylens;BRANILEC;8081941;1972
BEL;Léon Dolmans;BRANILEC;6041945;1972
BEL;Jean Thissen;BRANILEC;21041946;1972
BEL;Erwin Vandendaele;BRANILEC;5031945;1972
BEL;Jean Dockx;BRANILEC;24051941;1972
BEL;Léon Semmeling;NAPADALEC;4011940;1972
BEL;Maurice Martens;BRANILEC;5061947;1972
BEL;Raoul Lambert;NAPADALEC;20101944;1972
BEL;Paul Van Himst;NAPADALEC;2101943;1972
BEL;Jan Verheyen;VEZNI IGRALEC;9071944;1972
URS;Nikolai Abramov;VEZNI IGRALEC;5011950;1972
URS;Viktor Matviyenko;BRANILEC;9111948;1972
URS;Volodymyr Muntyan;VEZNI IGRALEC;14091946;1972
GEO;Givi Nodia;NEZNANO;2011948;1972
URS;Vladimir Pilgui;VRATAR;26011948;1972
URS;Evgeni Rudakov;VRATAR;2011942;1972
URS;Revaz Dzodzuashvili;BRANILEC;15041945;1972
GEO;Murtaz Khurtsilava;BRANILEC;5011943;1972
URS;Viktor Kolotov;VEZNI IGRALEC;3071949;1972
URS;Volodymyr Troshkin;BRANILEC;28091947;1972
BLR;Anatoli Baidachny;NEZNANO;1101952;1972
URS;Anatoli Banishevski;NAPADALEC;23021946;1972
URS;Volodymyr Kaplychniy;BRANILEC;26021944;1972
NEZNANO;Yuri Istomin;NEZNANO;3071944;1972
UKR;Anatoliy Konkov;VEZNI IGRALEC;19091949;1972
URS;Volodymyr Onyshchenko;NAPADALEC;28101949;1972
HUN;Lajos Szűcs;VEZNI IGRALEC;10121943;1972
HUN;Antal Dunai;NAPADALEC;21031943;1972
HUN;József Kovács;BRANILEC;20061949;1972
HUN;Imre Rapp;VRATAR;15091937;1972
HUN;Flórián Albert;NAPADALEC;15091941;1972
HUN;István Géczi;VRATAR;16031944;1972
HUN;Tibor Fábián;BRANILEC;26061946;1972
HUN;Miklós Páncsics;BRANILEC;4021944;1972
HUN;Péter Juhász;BRANILEC;3081948;1972
HUN;László Bálint;BRANILEC;1021948;1972
HUN;István Szőke;VEZNI IGRALEC;13021947;1972
HUN;Lajos Kocsis;VEZNI IGRALEC;18061947;1972
HUN;Ferenc Bene;NAPADALEC;17121944;1972
HUN;Lajos Kű;VEZNI IGRALEC;5071948;1972
HUN;Sándor Zámbó;NAPADALEC;10101944;1972
HUN;István Juhasz;VEZNI IGRALEC;17071945;1972
GER;Hans Bongartz;VEZNI IGRALEC;3101951;1976
GER;Heinz Flohe;VEZNI IGRALEC;28011948;1976
GER;Peter Nogly;BRANILEC;14011947;1976
GER;Manfred Kaltz;BRANILEC;6011953;1976
GER;Rudolf Kargus;VRATAR;15081952;1976
GER;Sepp Maier;VRATAR;28021944;1976
GER;Berti Vogts;NEZNANO;30121946;1976
GER;Bernhard Dietz;BRANILEC;22031948;1976
GER;Hans-Georg Schwarzenbeck;BRANILEC;3041948;1976
GER;Franz Beckenbauer;BRANILEC;11091945;1976
GER;Herbert Wimmer;VEZNI IGRALEC;9111944;1976
GER;Rainer Bonhof;VEZNI IGRALEC;29031952;1976
GER;Uli Hoeness;VEZNI IGRALEC;5011952;1976
GER;Dieter Müller;NAPADALEC;1041954;1976
GER;Erich Beer;VEZNI IGRALEC;9121946;1976
GER;Bernd Hölzenbein;NAPADALEC;9031946;1976
SVK;Ladislav Jurkemik;NEZNANO;20071953;1976
TCH;Pavol Biroš;NEZNANO;1041953;1976
TCH;František Veselý;NEZNANO;7121943;1976
TCH;Dušan Galis;NEZNANO;24111949;1976
TCH;Alexander Vencel;NEZNANO;8021944;1976
CZE;Ivo Viktor;VRATAR;21051942;1976
TCH;Karol Dobiaš;NEZNANO;18121947;1976
TCH;Jozef Čapkovič;NEZNANO;11011948;1976
CZE;Anton Ondruš;BRANILEC;27031950;1976
CZE;Ján Pivarník;BRANILEC;13111947;1976
CZE;Antonín Panenka;VEZNI IGRALEC;2121948;1976
TCH;Jozef Móder;NEZNANO;19091947;1976
TCH;Marián Masný;NEZNANO;13081950;1976
TCH;Zdeněk Nehoda;NAPADALEC;9051952;1976
TCH;Koloman Gögh;NEZNANO;7011948;1976
SVK;Ján Švehlík;NEZNANO;17011950;1976
SRB;Enver Marić;NEZNANO;23041948;1976
FRA;Vahid Halilhodžić;NEZNANO;15051952;1976
SRB;Franjo Vladić;NEZNANO;19101950;1976
SRB;Momčilo Vukotić;NEZNANO;2061950;1976
SRB;Luka Peruzović;NEZNANO;26021952;1976
SRB;Ognjen Petrović;NEZNANO;2011948;1976
SRB;Ivan Buljan;NEZNANO;11121949;1976
SRB;Dražen Mužinić;NEZNANO;25011953;1976
SRB;Josip Katalinski;NEZNANO;12051948;1976
SRB;Ivan Šurjak;NEZNANO;23031953;1976
SRB;Danilo Popivoda;NEZNANO;1051947;1976
SVN;Branko Oblak;NEZNANO;27051947;1976
SRB;Jovan Aćimović;NEZNANO;21061948;1976
SRB;Jurica Jerković;NEZNANO;25021950;1976
SRB;Dragan Džajić;VEZNI IGRALEC;30051946;1976
SRB;Slaviša Žungul;NEZNANO;28071954;1976
NED;Wim Rijsbergen;BRANILEC;18011952;1976
NED;Johnny Rep;NAPADALEC;25111951;1976
NED;Wim Meutstege;BRANILEC;28071952;1976
NED;Kees Kist;NAPADALEC;7081952;1976
NED;Jan Ruiter;VRATAR;24111946;1976
NED;Piet Schrijvers;VRATAR;15121946;1976
NED;Wim Suurbier;BRANILEC;16011945;1976
NED;Adrie van Kraay;BRANILEC;1081953;1976
NED;Ruud Krol;BRANILEC;24031949;1976
NED;Wim Jansen;VEZNI IGRALEC;28101946;1976
NED;Willy van de Kerkhof;VEZNI IGRALEC;16091951;1976
NED;Rob Rensenbrink;NAPADALEC;3071947;1976
NED;Ruud Geels;NAPADALEC;28071948;1976
NED;Jan Peters;VEZNI IGRALEC;18081954;1976
NED;René van de Kerkhof;NAPADALEC;16091951;1976
NED;Peter Arntz;VEZNI IGRALEC;5021953;1976
GER;Dieter Müller;NAPADALEC;1041954;1976
GER;Heinz Flohe;VEZNI IGRALEC;28011948;1976
GER;Peter Nogly;BRANILEC;14011947;1976
GER;Manfred Kaltz;BRANILEC;6011953;1976
GER;Rudolf Kargus;VRATAR;15081952;1976
GER;Sepp Maier;VRATAR;28021944;1976
GER;Berti Vogts;NEZNANO;30121946;1976
GER;Bernhard Dietz;BRANILEC;22031948;1976
GER;Hans-Georg Schwarzenbeck;BRANILEC;3041948;1976
GER;Franz Beckenbauer;BRANILEC;11091945;1976
GER;Herbert Wimmer;VEZNI IGRALEC;9111944;1976
GER;Rainer Bonhof;VEZNI IGRALEC;29031952;1976
GER;Uli Hoeness;VEZNI IGRALEC;5011952;1976
GER;Erich Beer;VEZNI IGRALEC;9121946;1976
GER;Bernd Hölzenbein;NAPADALEC;9031946;1976
GER;Dietmar Danner;VEZNI IGRALEC;29111950;1976
SRB;Enver Marić;NEZNANO;23041948;1976
FRA;Vahid Halilhodžić;NEZNANO;15051952;1976
SRB;Franjo Vladić;NEZNANO;19101950;1976
SRB;Momčilo Vukotić;NEZNANO;2061950;1976
SRB;Luka Peruzović;NEZNANO;26021952;1976
SRB;Ognjen Petrović;NEZNANO;2011948;1976
SRB;Ivan Buljan;NEZNANO;11121949;1976
SRB;Dražen Mužinić;NEZNANO;25011953;1976
SRB;Josip Katalinski;NEZNANO;12051948;1976
SRB;Ivan Šurjak;NEZNANO;23031953;1976
SRB;Danilo Popivoda;NEZNANO;1051947;1976
SVN;Branko Oblak;NEZNANO;27051947;1976
SRB;Jovan Aćimović;NEZNANO;21061948;1976
SRB;Jurica Jerković;NEZNANO;25021950;1976
SRB;Dragan Džajić;VEZNI IGRALEC;30051946;1976
SRB;Slaviša Žungul;NEZNANO;28071954;1976
NED;Wim van Hanegem;VEZNI IGRALEC;20021944;1976
NED;Ruud Geels;NAPADALEC;28071948;1976
NED;Jan Peters;VEZNI IGRALEC;18081954;1976
NED;Jan Ruiter;VRATAR;24111946;1976
NED;Piet Schrijvers;VRATAR;15121946;1976
NED;Wim Suurbier;BRANILEC;16011945;1976
NED;Wim Rijsbergen;BRANILEC;18011952;1976
NED;Adrie van Kraay;BRANILEC;1081953;1976
NED;Ruud Krol;BRANILEC;24031949;1976
NED;Johan Neeskens;VEZNI IGRALEC;15091951;1976
NED;Wim Jansen;VEZNI IGRALEC;28101946;1976
NED;Johnny Rep;NAPADALEC;25111951;1976
NED;Johan Cruyff;NAPADALEC;25041947;1976
NED;Willy van de Kerkhof;VEZNI IGRALEC;16091951;1976
NED;Rob Rensenbrink;NAPADALEC;3071947;1976
SVK;Ladislav Jurkemik;NEZNANO;20071953;1976
TCH;Pavol Biroš;NEZNANO;1041953;1976
TCH;František Veselý;NEZNANO;7121943;1976
SVK;Ján Švehlík;NEZNANO;17011950;1976
TCH;Alexander Vencel;NEZNANO;8021944;1976
CZE;Ivo Viktor;VRATAR;21051942;1976
TCH;Karol Dobiaš;NEZNANO;18121947;1976
TCH;Jozef Čapkovič;NEZNANO;11011948;1976
CZE;Anton Ondruš;BRANILEC;27031950;1976
CZE;Ján Pivarník;BRANILEC;13111947;1976
CZE;Antonín Panenka;VEZNI IGRALEC;2121948;1976
TCH;Jozef Móder;NEZNANO;19091947;1976
TCH;Jaroslav Pollák;VEZNI IGRALEC;11071947;1976
TCH;Marián Masný;NEZNANO;13081950;1976
TCH;Zdeněk Nehoda;NAPADALEC;9051952;1976
TCH;Koloman Gögh;NEZNANO;7011948;1976
GER;Bernhard Cullmann;BRANILEC;1111949;1980
GER;Harald Schumacher;VRATAR;6031954;1980
GER;Bernhard Dietz;BRANILEC;22031948;1980
GER;Uli Stielike;NEZNANO;15111954;1980
GER;Karlheinz Förster;BRANILEC;25071958;1980
GER;Manfred Kaltz;BRANILEC;6011953;1980
GER;Hans-Peter Briegel;VEZNI IGRALEC;11101955;1980
NEZNANO;Bernd Schuster;VEZNI IGRALEC;22121959;1980
GER;Hansi Müller;VEZNI IGRALEC;27071957;1980
GER;Karl-Heinz Rummenigge;NAPADALEC;25091955;1980
GER;Horst Hrubesch;NEZNANO;17041951;1980
GER;Klaus Allofs;NAPADALEC;5121956;1980
BEL;Jean-Marie Pfaff;VRATAR;4121953;1980
BEL;Eric Gerets;BRANILEC;18051954;1980
BEL;Walter Meeuws;NEZNANO;11071951;1980
BEL;Luc Millecamps;BRANILEC;10091951;1980
BEL;Michel Renquin;BRANILEC;3111955;1980
BEL;Julien Cools;VEZNI IGRALEC;13021947;1980
BEL;Wilfried Van Moer;VEZNI IGRALEC;1031945;1980
BEL;René Vandereycken;VEZNI IGRALEC;22071953;1980
BEL;Raymond Mommens;VEZNI IGRALEC;27121958;1980
BEL;François Van Der Elst;NAPADALEC;1121954;1980
BEL;Jan Ceulemans;NAPADALEC;28021957;1980
ITA;Romeo Benetti;VEZNI IGRALEC;20101945;1980
ITA;Dino Zoff;VRATAR;28021942;1980
ITA;Claudio Gentile;BRANILEC;27091953;1980
ITA;Antonio Cabrini;NEZNANO;8101957;1980
ITA;Giuseppe Baresi;NEZNANO;7021958;1980
ITA;Fulvio Collovati;BRANILEC;9051957;1980
ITA;Gaetano Scirea;BRANILEC;25051953;1980
ITA;Franco Causio;VEZNI IGRALEC;1021949;1980
ITA;Marco Tardelli;VEZNI IGRALEC;24091954;1980
ITA;Francesco Graziani;NAPADALEC;16121952;1980
ITA;Roberto Bettega;NAPADALEC;27121950;1980
ITA;Alessandro Altobelli;NAPADALEC;28111955;1980
TCH;Miroslav Gajdůšek;NEZNANO;20091951;1980
TCH;Jaroslav Netolička;NEZNANO;3031954;1980
SVK;Jozef Barmoš;NEZNANO;28081954;1980
CZE;Anton Ondruš;BRANILEC;27031950;1980
TCH;Rostislav Vojáček;NEZNANO;23021949;1980
TCH;Koloman Gögh;NEZNANO;7011948;1980
SVK;Ján Kozák;NEZNANO;17041954;1980
SVK;Ladislav Jurkemik;NEZNANO;20071953;1980
CZE;Antonín Panenka;VEZNI IGRALEC;2121948;1980
TCH;Marián Masný;NEZNANO;13081950;1980
TCH;Zdeněk Nehoda;NAPADALEC;9051952;1980
TCH;Ladislav Vízek;NEZNANO;22011955;1980
BEL;René Verheyen;VEZNI IGRALEC;20031952;1980
BEL;Erwin Vandenbergh;NAPADALEC;26011959;1980
BEL;Jean-Marie Pfaff;VRATAR;4121953;1980
BEL;Eric Gerets;BRANILEC;18051954;1980
BEL;Luc Millecamps;BRANILEC;10091951;1980
BEL;Walter Meeuws;NEZNANO;11071951;1980
BEL;Michel Renquin;BRANILEC;3111955;1980
BEL;Wilfried Van Moer;VEZNI IGRALEC;1031945;1980
BEL;René Vandereycken;VEZNI IGRALEC;22071953;1980
BEL;Julien Cools;VEZNI IGRALEC;13021947;1980
BEL;Raymond Mommens;VEZNI IGRALEC;27121958;1980
BEL;François Van Der Elst;NAPADALEC;1121954;1980
BEL;Jan Ceulemans;NAPADALEC;28021957;1980
ITA;Giuseppe Baresi;NEZNANO;7021958;1980
ITA;Alessandro Altobelli;NAPADALEC;28111955;1980
ITA;Dino Zoff;VRATAR;28021942;1980
ITA;Claudio Gentile;BRANILEC;27091953;1980
ITA;Gabriele Oriali;NEZNANO;25111952;1980
ITA;Romeo Benetti;VEZNI IGRALEC;20101945;1980
ITA;Fulvio Collovati;BRANILEC;9051957;1980
ITA;Gaetano Scirea;BRANILEC;25051953;1980
ITA;Franco Causio;VEZNI IGRALEC;1021949;1980
ITA;Marco Tardelli;VEZNI IGRALEC;24091954;1980
ITA;Francesco Graziani;NAPADALEC;16121952;1980
ITA;Giancarlo Antognoni;VEZNI IGRALEC;1041954;1980
ITA;Roberto Bettega;NAPADALEC;27121950;1980
ENG;Paul Mariner;NAPADALEC;22051953;1980
ENG;Trevor Cherry;BRANILEC;23021948;1980
ENG;Ray Clemence;VRATAR;5081948;1980
ENG;Viv Anderson;BRANILEC;29071956;1980
ENG;Mick Mills;BRANILEC;4011949;1980
ENG;Phil Thompson;BRANILEC;21011954;1980
ENG;Dave Watson;BRANILEC;5101946;1980
ENG;Ray Wilkins;VEZNI IGRALEC;14091956;1980
ENG;Terry McDermott;VEZNI IGRALEC;8121951;1980
ENG;Glenn Hoddle;VEZNI IGRALEC;27101957;1980
ENG;Kevin Keegan;NAPADALEC;14021951;1980
ENG;Tony Woodcock;NAPADALEC;6121955;1980
ENG;Trevor Brooking;VEZNI IGRALEC;2101948;1980
ESP;Dani;BRANILEC;28061951;1980
ESP;Lobo Carrasco;VEZNI IGRALEC;6031959;1980
ESP;Luis Arconada;VRATAR;26061954;1980
ESP;Cundi;BRANILEC;13041955;1980
ESP;Antonio Olmo;VEZNI IGRALEC;18011954;1980
ESP;José Ramón Alexanco;BRANILEC;19051956;1980
ESP;Rafael Gordillo;BRANILEC;24021957;1980
ESP;Francisco Uría;VEZNI IGRALEC;1021950;1980
ESP;Jesús Zamora;VEZNI IGRALEC;1011955;1980
ESP;Julio Cardeñosa;VEZNI IGRALEC;27101949;1980
ESP;Juanito;NAPADALEC;10111954;1980
ESP;Carlos Santillana;NEZNANO;23081952;1980
ESP;Enrique Saura;NAPADALEC;2081954;1980
GER;Miroslav Votava;VEZNI IGRALEC;25041956;1980
GER;Calle Del'Haye;NAPADALEC;18081955;1980
GER;Harald Schumacher;VRATAR;6031954;1980
GER;Manfred Kaltz;BRANILEC;6011953;1980
GER;Karlheinz Förster;BRANILEC;25071958;1980
GER;Uli Stielike;NEZNANO;15111954;1980
GER;Bernd Förster;BRANILEC;3051956;1980
GER;Hans-Peter Briegel;VEZNI IGRALEC;11101955;1980
GER;Bernhard Cullmann;BRANILEC;1111949;1980
GER;Hansi Müller;VEZNI IGRALEC;27071957;1980
GER;Karl-Heinz Rummenigge;NAPADALEC;25091955;1980
GER;Horst Hrubesch;NEZNANO;17041951;1980
GER;Caspar Memering;VEZNI IGRALEC;1061953;1980
GRE;Giorgos Koudas;VEZNI IGRALEC;23111946;1980
GRE;Giorgos Kostikos;NEZNANO;26041958;1980
GRE;Lefteris Poupakis;VRATAR;28121946;1980
GRE;Giannis Gounaris;BRANILEC;6071952;1980
GRE;Babis Xanthopoulos;VEZNI IGRALEC;29081956;1980
GRE;Lakis Nikolaou;BRANILEC;17071949;1980
GRE;Petros Ravousis;BRANILEC;16021954;1980
GRE;Takis Nikoloudis;VEZNI IGRALEC;26081951;1980
GRE;Spiros Livathinos;NEZNANO;8011955;1980
GRE;Christos Ardizoglou;NAPADALEC;25031953;1980
GRE;Mike Galakos;VEZNI IGRALEC;23111951;1980
GRE;Thomas Mavros;NAPADALEC;31051954;1980
GRE;Dinos Kouis;NEZNANO;5061955;1980
NEZNANO;Werner Lička;NEZNANO;15091954;1980
TCH;František Štambachr;NEZNANO;13021953;1980
TCH;Jaroslav Netolička;NEZNANO;3031954;1980
SVK;Jozef Barmoš;NEZNANO;28081954;1980
CZE;Anton Ondruš;BRANILEC;27031950;1980
TCH;Rostislav Vojáček;NEZNANO;23021949;1980
TCH;Koloman Gögh;NEZNANO;7011948;1980
SVK;Ján Kozák;NEZNANO;17041954;1980
SVK;Ladislav Jurkemik;NEZNANO;20071953;1980
CZE;Antonín Panenka;VEZNI IGRALEC;2121948;1980
TCH;Marián Masný;NEZNANO;13081950;1980
TCH;Zdeněk Nehoda;NAPADALEC;9051952;1980
TCH;Ladislav Vízek;NEZNANO;22011955;1980
NED;Kees Kist;NAPADALEC;7081952;1980
NED;Arie Haan;VEZNI IGRALEC;16111948;1980
NED;Piet Schrijvers;VRATAR;15121946;1980
NED;Ben Wijnstekers;BRANILEC;31081955;1980
NED;Ruud Krol;BRANILEC;24031949;1980
NED;Michel van de Korput;BRANILEC;18091956;1980
NED;Hugo Hovenkamp;BRANILEC;5101950;1980
NED;Willy van de Kerkhof;VEZNI IGRALEC;16091951;1980
NED;Frans Thijssen;VEZNI IGRALEC;23011952;1980
NED;Jan Poortvliet;BRANILEC;21091955;1980
NED;Johnny Rep;NAPADALEC;25111951;1980
NED;Dick Nanninga;NAPADALEC;17011949;1980
NED;René van de Kerkhof;NAPADALEC;16091951;1980
ITA;Giuseppe Baresi;NEZNANO;7021958;1980
ITA;Dino Zoff;VRATAR;28021942;1980
ITA;Claudio Gentile;BRANILEC;27091953;1980
ITA;Gabriele Oriali;NEZNANO;25111952;1980
ITA;Romeo Benetti;VEZNI IGRALEC;20101945;1980
ITA;Fulvio Collovati;BRANILEC;9051957;1980
ITA;Gaetano Scirea;BRANILEC;25051953;1980
ITA;Franco Causio;VEZNI IGRALEC;1021949;1980
ITA;Marco Tardelli;VEZNI IGRALEC;24091954;1980
ITA;Francesco Graziani;NAPADALEC;16121952;1980
ITA;Giancarlo Antognoni;VEZNI IGRALEC;1041954;1980
ITA;Roberto Bettega;NAPADALEC;27121950;1980
ENG;Paul Mariner;NAPADALEC;22051953;1980
ENG;Peter Shilton;VRATAR;18091949;1980
ENG;Phil Neal;BRANILEC;20021951;1980
ENG;Kenny Sansom;BRANILEC;26091958;1980
ENG;Phil Thompson;BRANILEC;21011954;1980
ENG;Dave Watson;BRANILEC;5101946;1980
ENG;Ray Wilkins;VEZNI IGRALEC;14091956;1980
ENG;Kevin Keegan;NAPADALEC;14021951;1980
ENG;Steve Coppell;VEZNI IGRALEC;9071955;1980
NEZNANO;Garry Birtles;NAPADALEC;27071956;1980
ENG;Ray Kennedy;VEZNI IGRALEC;28071951;1980
ENG;Tony Woodcock;NAPADALEC;6121955;1980
ESP;Vicente del Bosque;NEZNANO;23121950;1980
ESP;Lobo Carrasco;VEZNI IGRALEC;6031959;1980
ESP;Luis Arconada;VRATAR;26061954;1980
ESP;Miguel Tendillo;BRANILEC;1021961;1980
ESP;Migueli;BRANILEC;19121951;1980
ESP;José Ramón Alexanco;BRANILEC;19051956;1980
ESP;Rafael Gordillo;BRANILEC;24021957;1980
ESP;Enrique Saura;NAPADALEC;2081954;1980
ESP;Juan Asensi;VEZNI IGRALEC;23091949;1980
ESP;Jesús Zamora;VEZNI IGRALEC;1011955;1980
ESP;Quini;NAPADALEC;23091949;1980
ESP;Juanito;NAPADALEC;10111954;1980
ESP;Jesús Satrústegui;NAPADALEC;12021954;1980
BEL;Raymond Mommens;VEZNI IGRALEC;27121958;1980
BEL;René Verheyen;VEZNI IGRALEC;20031952;1980
BEL;Jean-Marie Pfaff;VRATAR;4121953;1980
BEL;Eric Gerets;BRANILEC;18051954;1980
BEL;Luc Millecamps;BRANILEC;10091951;1980
BEL;Walter Meeuws;NEZNANO;11071951;1980
BEL;Michel Renquin;BRANILEC;3111955;1980
BEL;Wilfried Van Moer;VEZNI IGRALEC;1031945;1980
BEL;René Vandereycken;VEZNI IGRALEC;22071953;1980
BEL;Julien Cools;VEZNI IGRALEC;13021947;1980
BEL;François Van Der Elst;NAPADALEC;1121954;1980
BEL;Erwin Vandenbergh;NAPADALEC;26011959;1980
BEL;Jan Ceulemans;NAPADALEC;28021957;1980
NEZNANO;Werner Lička;NEZNANO;15091954;1980
TCH;Miroslav Gajdůšek;NEZNANO;20091951;1980
SVK;Stanislav Seman;NEZNANO;8081952;1980
SVK;Jozef Barmoš;NEZNANO;28081954;1980
CZE;Anton Ondruš;BRANILEC;27031950;1980
SVK;Ladislav Jurkemik;NEZNANO;20071953;1980
TCH;Koloman Gögh;NEZNANO;7011948;1980
SVK;Ján Kozák;NEZNANO;17041954;1980
CZE;Antonín Panenka;VEZNI IGRALEC;2121948;1980
TCH;Ján Berger;NEZNANO;27111955;1980
TCH;Marián Masný;NEZNANO;13081950;1980
TCH;Zdeněk Nehoda;NAPADALEC;9051952;1980
TCH;Ladislav Vízek;NEZNANO;22011955;1980
GRE;Mike Galakos;VEZNI IGRALEC;23111951;1980
GRE;Babis Xanthopoulos;VEZNI IGRALEC;29081956;1980
GRE;Vasilis Konstantinou;NEZNANO;19111947;1980
GRE;Giannis Kirastas;BRANILEC;25101952;1980
GRE;Kostas Iosifidis;BRANILEC;14011952;1980
GRE;Giorgos Firos;BRANILEC;8111953;1980
GRE;Anthimos Kapsis;BRANILEC;3091950;1980
GRE;Christos Terzanidis;VEZNI IGRALEC;13021945;1980
GRE;Spiros Livathinos;NEZNANO;8011955;1980
GRE;Dinos Kouis;NEZNANO;5061955;1980
GRE;Giorgos Kostikos;NEZNANO;26041958;1980
GRE;Nikos Anastopoulos;NAPADALEC;22011958;1980
GRE;Thomas Mavros;NAPADALEC;31051954;1980
NED;Dick Nanninga;NAPADALEC;17011949;1980
NED;Frans Thijssen;VEZNI IGRALEC;23011952;1980
NED;Piet Schrijvers;VRATAR;15121946;1980
NED;Ben Wijnstekers;BRANILEC;31081955;1980
NED;Ruud Krol;BRANILEC;24031949;1980
NED;Michel van de Korput;BRANILEC;18091956;1980
NED;Hugo Hovenkamp;BRANILEC;5101950;1980
NED;Huub Stevens;BRANILEC;29111953;1980
NED;Arie Haan;VEZNI IGRALEC;16111948;1980
NED;Willy van de Kerkhof;VEZNI IGRALEC;16091951;1980
NED;Johnny Rep;NAPADALEC;25111951;1980
NED;Kees Kist;NAPADALEC;7081952;1980
NED;René van de Kerkhof;NAPADALEC;16091951;1980
GER;Felix Magath;NEZNANO;26071953;1980
GER;Lothar Matthäus;VEZNI IGRALEC;21031961;1980
GER;Harald Schumacher;VRATAR;6031954;1980
GER;Manfred Kaltz;BRANILEC;6011953;1980
GER;Karlheinz Förster;BRANILEC;25071958;1980
GER;Uli Stielike;NEZNANO;15111954;1980
GER;Bernhard Dietz;BRANILEC;22031948;1980
NEZNANO;Bernd Schuster;VEZNI IGRALEC;22121959;1980
GER;Hans-Peter Briegel;VEZNI IGRALEC;11101955;1980
GER;Hansi Müller;VEZNI IGRALEC;27071957;1980
GER;Karl-Heinz Rummenigge;NAPADALEC;25091955;1980
GER;Horst Hrubesch;NEZNANO;17041951;1980
GER;Klaus Allofs;NAPADALEC;5121956;1980
ITA;Romeo Benetti;VEZNI IGRALEC;20101945;1980
ITA;Dino Zoff;VRATAR;28021942;1980
ITA;Claudio Gentile;BRANILEC;27091953;1980
ITA;Antonio Cabrini;NEZNANO;8101957;1980
ITA;Gabriele Oriali;NEZNANO;25111952;1980
ITA;Fulvio Collovati;BRANILEC;9051957;1980
ITA;Gaetano Scirea;BRANILEC;25051953;1980
ITA;Franco Causio;VEZNI IGRALEC;1021949;1980
ITA;Marco Tardelli;VEZNI IGRALEC;24091954;1980
ITA;Francesco Graziani;NAPADALEC;16121952;1980
ITA;Giancarlo Antognoni;VEZNI IGRALEC;1041954;1980
ITA;Roberto Bettega;NAPADALEC;27121950;1980
ESP;Juanito;NAPADALEC;10111954;1980
ESP;Luis Arconada;VRATAR;26061954;1980
ESP;Miguel Tendillo;BRANILEC;1021961;1980
ESP;Migueli;BRANILEC;19121951;1980
ESP;José Ramón Alexanco;BRANILEC;19051956;1980
ESP;Rafael Gordillo;BRANILEC;24021957;1980
ESP;Enrique Saura;NAPADALEC;2081954;1980
ESP;Juan Asensi;VEZNI IGRALEC;23091949;1980
ESP;Jesús Zamora;VEZNI IGRALEC;1011955;1980
ESP;Quini;NAPADALEC;23091949;1980
ESP;Dani;BRANILEC;28061951;1980
ESP;Jesús Satrústegui;NAPADALEC;12021954;1980
ENG;Ray Kennedy;VEZNI IGRALEC;28071951;1980
ENG;Terry McDermott;VEZNI IGRALEC;8121951;1980
ENG;Ray Clemence;VRATAR;5081948;1980
ENG;Phil Neal;BRANILEC;20021951;1980
ENG;Kenny Sansom;BRANILEC;26091958;1980
ENG;Phil Thompson;BRANILEC;21011954;1980
ENG;Dave Watson;BRANILEC;5101946;1980
ENG;Ray Wilkins;VEZNI IGRALEC;14091956;1980
ENG;Kevin Keegan;NAPADALEC;14021951;1980
ENG;Steve Coppell;VEZNI IGRALEC;9071955;1980
ENG;David Johnson;NAPADALEC;23101951;1980
ENG;Tony Woodcock;NAPADALEC;6121955;1980
ENG;Trevor Brooking;VEZNI IGRALEC;2101948;1980
BEL;Raymond Mommens;VEZNI IGRALEC;27121958;1980
BEL;Jean-Marie Pfaff;VRATAR;4121953;1980
BEL;Eric Gerets;BRANILEC;18051954;1980
BEL;Luc Millecamps;BRANILEC;10091951;1980
BEL;Walter Meeuws;NEZNANO;11071951;1980
BEL;Michel Renquin;BRANILEC;3111955;1980
BEL;Wilfried Van Moer;VEZNI IGRALEC;1031945;1980
BEL;René Vandereycken;VEZNI IGRALEC;22071953;1980
BEL;Julien Cools;VEZNI IGRALEC;13021947;1980
BEL;François Van Der Elst;NAPADALEC;1121954;1980
BEL;Erwin Vandenbergh;NAPADALEC;26011959;1980
BEL;Jan Ceulemans;NAPADALEC;28021957;1980
GRE;Mike Galakos;VEZNI IGRALEC;23111951;1980
GRE;Nikos Anastopoulos;NAPADALEC;22011958;1980
GRE;Vasilis Konstantinou;NEZNANO;19111947;1980
GRE;Giannis Kirastas;BRANILEC;25101952;1980
GRE;Kostas Iosifidis;BRANILEC;14011952;1980
GRE;Anthimos Kapsis;BRANILEC;3091950;1980
GRE;Giorgos Firos;BRANILEC;8111953;1980
GRE;Spiros Livathinos;NEZNANO;8011955;1980
GRE;Christos Terzanidis;VEZNI IGRALEC;13021945;1980
GRE;Christos Ardizoglou;NAPADALEC;25031953;1980
GRE;Thomas Mavros;NAPADALEC;31051954;1980
GRE;Dinos Kouis;NEZNANO;5061955;1980
GRE;Giorgos Kostikos;NEZNANO;26041958;1980
NED;Pim Doesburg;VRATAR;28101943;1980
NED;Dick Nanninga;NAPADALEC;17011949;1980
NED;Piet Schrijvers;VRATAR;15121946;1980
NED;Ben Wijnstekers;BRANILEC;31081955;1980
NED;Ruud Krol;BRANILEC;24031949;1980
NED;Michel van de Korput;BRANILEC;18091956;1980
NED;Hugo Hovenkamp;BRANILEC;5101950;1980
